name;id;factions;category;class;models;counter;miniature;idleEffect;moveEffect;rotationEffect;weaponEffect;deathEffect;antiSubEffect;antiAirEffect;chassis;available;expire;series;cost;supply;production;mp;ap;steps;fuel;strength;range;LOS;radar;shock;assault;bombardment;blast;cargo;carrier;transport;switch;spawn;torpedo;attack type;defense type;inf att;veh att;air sml att; air lrg att; nav sml att; nav lrg att; sub att;inf def;veh def;bomb def;air def;nav def;torp def;land def;traits;specialisation;construction
sb2c-1_helldiver_b;220;usa, redusa, usarmy, marine_corps, ;air;tactical_bomber;SB2C-1_Helldiver 0 0, ;SB2C-1_Helldiver;Wildcat;;alb_radsin;;bomb;;;airdef30m1919twin_01;wing;18/6/1943;9/2/1944;sb2;170;3;;8;1;1;12;100;;3;6;5;;;;;carrier,;;torpedo:sb2c-1_helldiver_t, ;;;small;small;12;11;3;;13;10;;;;;11;14;;14;defensiveFire,carrierPlane,precisionStrike;;
sb2c-3_helldiver_b;311;usa, redusa, usarmy, marine_corps, ;air;tactical_bomber;SB2C-3_Helldiver 0 0, ;SB2C-3_Helldiver;Wildcat;;alb_radsin;;bomb;;;airdef30m1919twin_01;wing;9/4/1944;27/6/1944;sb2;180;3;;8;1;1;12;100;;3;6;5;;;;;carrier,;;torpedo:sb2c-3_helldiver_t, ;;;small;small;12;12;3;;13;10;;;;;12;14;;15;defensiveFire,carrierPlane,precisionStrike;;
sb2c-4_helldiver_b;312;usa, redusa, usarmy, marine_corps, ;air;tactical_bomber;SB2C-4_Helldiver 0 0, ;SB2C-4_Helldiver;Wildcat;;alb_radsin;;bomb;;;airdef30m1919twin_01;wing;27/9/1944;/;sb2;200;3;;8;1;1;12;100;;3;6;5;;;;;carrier,;;torpedo:sb2c-4_helldiver_t, ;;;small;small;12;12;4;;14;11;;;;;12;14;;15;defensiveFire,carrierPlane,precisionStrike;;
btd_destroyer_b;221;usa, usarmy, ;air;tactical_bomber;BTD_Destroyer 0 0, ;BTD_Destroyer;Wildcat;;alb_radsin;;bomb;;;airdef50m2an_01;wing;14/10/1944;1/1/1945;;250;3;;10;1;1;12;100;;3;6;5;;;;;carrier,;;torpedo:btd_destroyer_t, ;;;small;small;14;12;4;;14;11;;;;;10;16;;15;defensiveFire,carrierPlane,precisionStrike;;
b17e_flyingfortress;162;usa, usarmy, ;air;strategic_bomber;B17E_FlyingFortress 0 0, ;B17E_FlyingFortress;;;alb_radfour;;bombs;;;airdef50m2antwin_dual;wing;1/10/1941;16/4/1942;b17;300;3;;10;1;1;20;100;;3;6;24;3;24;;;;;;;;large;large;10;10;5;;3;4;;;;;15;12;;12;minelayer,defensiveFire,;;
b17f_flyingfortress;313;usa, usarmy, ;air;strategic_bomber;B17F_FlyingFortress 0 0, ;B17F_FlyingFortress;;;alb_radfour;;bombs;;;airdef50m2antwin_dual;wing;16/4/1942;14/7/1943;b17;330;3;;10;1;1;20;100;;3;6;25;3;25;;;;;;;;large;large;10;10;5;;3;4;;;;;16;13;;13;minelayer,defensiveFire,;;
b17g_flyingfortress;314;usa, usarmy, ;air;strategic_bomber;B17G_FlyingFortress 0 0, ;B17G_FlyingFortress;;;alb_radfour;;bombs;;;airdef50m2antwin_dual;wing;14/7/1943;/;b17;350;3;;10;1;1;20;100;;3;6;26;3;25;;;;;;;;large;large;10;10;5;;3;4;;;;;16;14;;14;minelayer,defensiveFire,;;
a26b_invader;163;usa, usarmy, ;air;tactical_bomber;A26B_Invader 0 0, ;A26B_Invader;;;alb_radtwin;;attackbombermgs;;;airdef50m2antwin_01;wing;13/11/1944;/;a26;220;3;;11;1;1;19;100;;3;6;/;/;/;;;;;;;;large;large;14;12;2;;4;1;;;;;14;12;;13;defensiveFire,;;
a26c_invader;315;usa, usarmy, ;air;strategic_bomber;A26C_Invader 0 0, ;A26C_Invader;;;alb_radtwin;;bombs;;;airdef50m2antwin_01;wing;13/11/1944;/;a26;270;3;;11;1;1;19;100;;3;6;18;2;20;;;;;;;;large;large;8;8;2;;2;3;;;;;14;13;;13;minelayer,defensiveFire,;;
b24_liberator;165;usa, usarmy, ;air;strategic_bomber;B24_Liberator 0 0, ;B24_Liberator;;;alb_radfour;;bombs;;;airdef50m2antwin_01;wing;3/6/1942;;;320;3;;10;1;1;20;100;;3;6;25;3;25;;;;;;;;large;large;10;10;5;;3;4;;;;;15;12;;14;minelayer,defensiveFire,;;
b25b_mitchell;166;usa, usarmy, marine_corps, ;air;strategic_bomber;B25B_Mitchell 0 0, ;B25B_Mitchell;;;alb_radtwin;;bombs;;;airdef50m2antwin_01;wing;1/8/1940;1/12/1940;b25;160;3;;10;1;1;18;100;;3;6;17;1;18;;;;;;;;large;large;8;8;2;;2;3;;;;;12;11;;12;minelayer,defensiveFire,;;
b25c_mitchell;316;usa, usarmy, marine_corps, ;air;strategic_bomber;B25C_Mitchell 0 0, ;B25C_Mitchell;;;alb_radtwin;;bombs;;;airdef50m2antwin_01;wing;1/12/1940;;b25;180;3;;10;1;1;19;100;;3;6;18;2;20;;;;;;;;large;large;8;8;2;;2;3;;;;;13;11;;12;minelayer,defensiveFire,;;
b25g_mitchell;123;usa, usarmy, marine_corps, ;air;tactical_bomber;B25G_Mitchell 0 0, ;B25G_Mitchell;;;alb_radtwin;;b25g_75mm;;;airdef50m2antwin_01;wing;1/7/1943;/;b25;190;3;;9;1;1;16;100;;3;6;/;1;/;;;;;;;;large;large;15;12;1;;8;4;;;;;13;12;;13;defensiveFire,;;
b26a_marauder;167;usa, usarmy, ;air;strategic_bomber;B26A_Marauder 0 0, ;B26A_Marauder;;;alb_radtwin;;bombs;;;airdef50m2antwin_01;wing;2/10/1941;7/5/1942;b26;230;3;;10;1;1;18;100;;3;6;20;2;20;;;;;;;;large;large;8;8;2;;2;3;;;;;14;12;;12;minelayer,defensiveFire,;;
b26b_marauder;317;usa, usarmy, ;air;strategic_bomber;B26B_Marauder 0 0, ;B26B_Marauder;;;alb_radtwin;;attackbomberbombsmgs;;;airdef50m2antwin_01;wing;7/5/1942;28/2/1944;b26;260;3;;8;1;1;18;100;;3;6;21;2;20;;;;;;;;large;large;9;8;2;;3;4;;;;;14;12;;13;minelayer,defensiveFire,;;
b26f_marauder;318;usa, usarmy, ;air;strategic_bomber;B26F_Marauder 0 0, ;B26F_Marauder;;;alb_radtwin;;attackbomberbombsmgs;;;airdef50m2antwin_01;wing;28/2/1944;/;b26;290;3;;8;1;1;18;100;;3;6;22;2;20;;;;;;;;large;large;9;9;3;;3;4;;;;;14;12;;14;minelayer,defensiveFire,;;
a20c_havoc;169;usa, usarmy, ;air;tactical_bomber;A20C_Havoc 0 0, ;A20C_Havoc;;;alb_radtwin;;attackbomberbombsmgs;;;airdef30m1919twin_01;wing;13/1/1941;18/2/1943;a20;140;3;;10;1;1;17;100;;3;6;;;;;;;;;;;large;large;10;10;1;;5;2;;;;;13;11;;11;minelayer,defensiveFire,;;
a20g_havoc;319;usa, usarmy, ;air;tactical_bomber;A20G_Havoc 0 0, ;A20G_Havoc;;;alb_radtwin;;attackbomberbombsmgs;;;airdef30m1919twin_01;wing;18/2/1943;/;a20;170;3;;10;1;1;15;100;;3;6;;;;;;;;;;;large;large;13;12;2;;6;2;;;;;13;11;;12;minelayer,defensiveFire,;;
b29_superfortress;164;usa, usarmy, ;air;strategic_bomber;B29_Superfortress 0 0, ;B29_Superfortress;;;alb_radfour;;bombs;;;airdef50m2antwin_dual;wing;2/6/1944;/;;400;3;;11;1;1;22;100;;3;6;30;4;30;;;;;;;;large;large;12;12;5;;3;4;;;;;18;14;;16;minelayer,defensiveFire,;;
b29_nuclearbomber;194;usa, usarmy, ;air;strategic_bomber;B29_Nuclear_Bomber 0 0, ;B29_Nuclear_Bomber;;;alb_radfour;;nuke;;;airdef50m2antwin_dual;wing;2/1/1945;/;;500;3;;11;1;1;22;100;;3;6;50;10;1000;1;;;;;;;large;large;150;150;5;;150;150;;;;;18;13;;16;singleShot,defensiveFire,;Nuclear_Bomb;
g4m2_hamaki_usa;349;usa, usarmy, marine_corps, ;air;strategic_bomber;G4M_Hamaki_USA 0 0, ;G4M_Hamaki_USA;;;axb_radtwin;;bombs;;;airdef77type92_01;wing;1/6/1943;1/12/1944;;180;3;;8;1;1;18;100;;3;6;18;2;15;;;;;;;;large;large;7;7;2;;3;6;;;;;12;11;;14;noPurchase,minelayer,defensiveFire,slowRepair,;;
os2u_kingfisher;457;usa, usarmy, marine_corps, ;air;recon;OS2U_Kingfisher 0 0, ;OS2U_Kingfisher;Kingfisher;;alb_radtwin;;bomb;;;airdef50m2an_01;wing;;;;20;1;;6;1;2;/;100;;3;6;;;;;;cruiser,battleship,carrier,;;;;;small;small;;;1;;;;;;;;5;12;;12;noSupply,defensiveFire,limitlessFuel,floatPlane;;
pby_catalina;57;usa, usarmy, marine_corps, ;air;recon;PBY_Catalina 0 0, ;PBY_Catalina;;;alb_radtwin;;bombs;;;airdef50m2antwin_dual;wing;1/10/1936;;;40;1;;6;1;2;/;100;;4;6;;;;;;carrier,;;;;;large;large;;;2;;;;;;;;7;14;;15;noSupply,defensiveFire,limitlessFuel,floatPlane;;
L4_Grasshopper;4757;usa, redusa, usarmy;air;recon;L4_Grasshopper;;;;Ax_EarlySlow_VeeSin;;bomb;;;airdef77type92_01;wing;1/1/1941;/;;20;1;;6;1;2;/;100;;3;6;;;;;;;;;;;small;small;;;1;;;;;;;;5;12;;12;noSupply,defensiveFire,limitlessFuel;;
c47_skytrain;46;usa, redusa, usarmy, marine_corps, ;air;transport_air;C47 0 0, ;C47;;;alairt;;;;;;wing;/;/;;/;0;;7;1;1;15;100;;3;6;;;;;;;;;;;large;large;;;;;;;;;;;10;11;;10;noPurchase,transportAir,;;
dd_gleaves_undermanned;460;usa, usarmy, ;naval;destroyer;DD_Gleaves 0 0, ;DD_Gleaves;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;14/6/1940;;;60;3;1, land;3;1;2;;100;2;4;;5;;;;;;;;;;small;small;/;/;;;;;;;;;10;16;18;10;noPurchase,hardToHit,;;
dd_clemson;468;usa, redusa, usarmy, ;naval;destroyer;DD_Clemson 0 0, ;DD_Clemson;;;shipsmallmove;rotaxshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;29/12/1919;14/6/1940;;40;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 10;small;small;8;8;4;2;12;10;5;;;;10;12;17;10;broadside,sonar,hardToHit,;;
DD_Sims;1357;usa, redusa, usarmy, ;naval;destroyer;DD_Sims;DD_Gleaves;;;shipsmallmove;rotalshipssmall;quad5inch_01;;depthcharge;aatracers_x2;shallow_draft;1/8/1939;29/4/1942;gleaves;55;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 10;small;small;8;8;4;2;14;14;8;;;;10;15;18;10;broadside,sonar,hardToHit,;;
dd_gleaves;38;usa, redusa, usarmy, ;naval;destroyer;DD_Gleaves 0 0, ;DD_Gleaves;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;14/6/1940;29/4/1942;gleaves;60;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 12;small;small;8;8;4;2;16;16;8;;;;10;16;18;10;broadside,sonar,hardToHit,;;
dd_gleaves_41;1358;usa, redusa, usarmy, ;naval;destroyer;DD_Gleaves 0 0, ;DD_Gleaves;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;14/6/1941;29/4/1942;gleaves;55;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 12;small;small;8;8;6;2;15;16;8;;;;10;16;18;10;broadside,sonar,hardToHit,;;
dd_gleaves_42;360;usa, redusa, usarmy, ;naval;destroyer;DD_Gleaves 0 0, ;DD_Gleaves;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;29/4/1942;1/4/1943;gleaves;60;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 12;small;small;8;8;7;2;15;16;8;;;;10;16;18;10;broadside,sonar,hardToHit,;;
dd_gleaves_43;394;usa, redusa, usarmy, ;naval;destroyer;DD_Gleaves 0 0, ;DD_Gleaves;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;1/4/1943;;gleaves;65;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 15;small;small;8;8;8;2;15;16;10;;;;10;16;18;10;broadside,sonar,hardToHit,;;
dd_fletcher;170;usa, usarmy, ;naval;destroyer;DD_Fletcher 0 0, ;DD_Fletcher;;;shipsmallmove;rotalshipssmall;quad5inch_01;;depthcharge;aatracers_x2;shallow_draft;30/6/1942;4/5/1943;fletcher;80;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 12;small;small;8;8;7;3;16;17;9;;;;11;17;19;11;broadside,sonar,hardToHit,;;
dd_fletcher_43;361;usa, usarmy, ;naval;destroyer;DD_Fletcher 0 0, ;DD_Fletcher;;;shipsmallmove;rotalshipssmall;quad5inch_01;;depthcharge;aatracers_x2;shallow_draft;4/5/1943;4/4/1945;fletcher;110;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 15;small;small;8;8;9;3;16;17;10;;;;11;17;19;11;broadside,sonar,hardToHit,;;
dd_fletcher_45;395;usa, usarmy, ;naval;destroyer;DD_Fletcher 0 0, ;DD_Fletcher;;;shipsmallmove;rotalshipssmall;quad5inch_01;;depthcharge;aatracers_x2;shallow_draft;4/4/1945;;fletcher;110;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 10;small;small;8;8;10;4;16;17;11;;;;11;17;19;11;broadside,sonar,hardToHit,;;
dd_sumner;171;usa, usarmy, ;naval;destroyer;DD_Sumner 0 0, ;DD_Sumner;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;26/1/1944;;;130;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 15;small;small;8;8;10;4;18;17;12;;;;12;18;20;12;broadside,sonar,hardToHit,;;
dd_gearing;362;usa, usarmy, ;naval;destroyer;DD_Sumner 0 0, ;DD_Sumner;;;shipsmallmove;rotalshipssmall;tripple5inch_01;;depthcharge;aatracers_x2;shallow_draft;3/5/1945;;;135;3;5, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 15;small;small;8;8;10;4;18;17;12;;;;12;18;20;12;broadside,sonar,hardToHit,;;
pt_boat;195;usa, redusa, usarmy, ;naval;destroyer;PT_Boat 0 0, ;PT_Boat;;;ptboatmove;rotptboats;twinm2browning;;;aatracers_x2;shallow_draft;13/9/1941;5/7/1942;pt;15;2;3, land;4;1;1;;100;1;4;;;;;;;;;;;6, 2, 8;small;small;10;10;3;;1;/;/;;;;7;3;;7;concealable,torpedoImmune,hardToHit,;;
pt_boat_42;373;usa, usarmy, ;naval;destroyer;PT_Boat_42 0 0, ;PT_Boat_42;;;ptboatmove;rotptboats;twinm2browning;;;aatracers_x2;shallow_draft;5/7/1942;17/6/1943;pt;15;2;3, land;4;1;1;;100;1;4;;;;;;;;;;;6, 2, 8;small;small;10;10;4;;2;/;/;;;;7;3;;7;concealable,torpedoImmune,hardToHit,;;
pt_boat_43;374;usa, usarmy, ;naval;destroyer;PT_Boat_43 0 0, ;PT_Boat_43;;;ptboatmove;rotptboats;twinm2browning;;;aatracers_x2;shallow_draft;17/6/1943;;pt;20;2;3, land;4;1;1;;100;1;4;;;;;;;;;;;5, 2, 10;small;small;10;10;4;;2;/;/;;;;7;3;;7;concealable,torpedoImmune,hardToHit,;;
pt_gunboat;363;usa, usarmy, ;naval;destroyer;PT_Gunboat 0 0, ;PT_Gunboat;;;ptboatmove;rotptboats;pt_gunboat;;;aatracers_x2;shallow_draft;8/10/1943;;pt;20;2;3, land;4;1;1;;100;1;4;;;;;;;;;;;/;small;small;10;10;5;1;3;/;/;;;;7;3;;7;concealable,torpedoImmune,hardToHit,;;
ca_neworleans_undermanned;462;usa, redusa, usarmy, ;naval;cruiser;CA_NewOrleans 0 0, ;CA_NewOrleans;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;15/2/1934;;;120;3;4, land;3;1;1;;100;6;4;;/;;;;1;;;;;;large;large;/;/;4;2;/;/;/;;;;10;26;13;10;noPurchase,broadside,;;
ca_northampton;487;usa, redusa, usarmy, ;naval;cruiser;CA_Northampton 0 0, ;CA_Northampton;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;17/5/1930;15/2/1934;northampton;100;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;5;4;22;22;6;;;;10;25;12;10;broadside,;;
ca_neworleans;39;usa, redusa, usarmy, ;naval;cruiser;CA_NewOrleans 0 0, ;CA_NewOrleans;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;15/2/1934;13/10/1942;neworleans;120;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;5;4;24;24;6;;;;10;26;13;10;broadside,;;
ca_neworleans_42;396;usa, redusa, usarmy, ;naval;cruiser;CA_NewOrleans 0 0, ;CA_NewOrleans;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;13/10/1942;7/4/1943;neworleans;130;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;6;4;24;24;6;;;;10;26;13;10;broadside,;;
ca_neworleans_43;397;usa, redusa, usarmy, ;naval;cruiser;CA_NewOrleans 0 0, ;CA_NewOrleans;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;7/4/1943;18/2/1944;neworleans;135;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;6;5;24;24;6;;;;10;26;13;10;broadside,;;
ca_neworleans_44;398;usa, redusa, usarmy, ;naval;cruiser;CA_NewOrleans 0 0, ;CA_NewOrleans;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;18/2/1944;;neworleans;140;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;7;5;24;24;8;;;;10;26;13;10;broadside,;;
ca_wichita;102;usa, usarmy, ;naval;cruiser;CA_Wichita 0 0, ;CA_Wichita;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;16/2/1939;1/10/1942;wichita;140;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;5;4;25;25;6;;;;11;27;14;11;broadside,;;
ca_wichita_42;399;usa, usarmy, ;naval;cruiser;CA_Wichita 0 0, ;CA_Wichita;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;1/10/1942;2/6/1943;wichita;155;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;6;4;25;25;6;;;;11;27;14;11;broadside,;;
ca_wichita_43;400;usa, usarmy, ;naval;cruiser;CA_Wichita 0 0, ;CA_Wichita;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;2/6/1943;29/8/1944;wichita;165;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;7;5;25;25;7;;;;10;27;14;10;broadside,;;
ca_wichita_44;401;usa, usarmy, ;naval;cruiser;CA_Wichita 0 0, ;CA_Wichita;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;29/8/1944;;wichita;180;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;8;5;25;25;8;;;;10;27;14;10;broadside,;;
ca_baltimore;40;usa, usarmy, ;naval;cruiser;CA_Baltimore 0 0, ;CA_Baltimore;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;15/4/1943;10/3/1944;baltimore;210;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;7;6;26;26;7;;;;13;29;15;13;broadside,;;
ca_baltimore_44;402;usa, usarmy, ;naval;cruiser;CA_Baltimore 0 0, ;CA_Baltimore;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;10/3/1944;18/6/1945;baltimore;220;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;8;6;27;27;8;;;;13;29;15;13;broadside,;;
ca_baltimore_45;403;usa, usarmy, ;naval;cruiser;CA_Baltimore 0 0, ;CA_Baltimore;;;shiplargemove;rotalshipslarge;tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;18/6/1945;;baltimore;240;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;;large;large;6;6;9;6;27;27;8;;;;14;29;15;14;broadside,;;
bb_colorado_undermanned;454;usa, usarmy, ;naval;battleship;BB_Colorado 0 0, ;BB_Colorado;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;;;;300;5;6, land;2;1;1;;100;3;4;;/;;;;1;;;;;;large;large;;;/;/;/;/;;;;;12;31;13;15;broadside,noPurchase,noEditor,noRepair,noUpgrade,noAAFire,;;
bb_colorado;110;usa, redusa, usarmy, ;naval;battleship;BB_Colorado 0 0, ;BB_Colorado;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;;20/3/1942;colorado;300;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_colorado_P primary_guns 2;;;large;large;8;8;7;6;17;15;;;;;12;31;13;12;broadside,;;
bb_colorado_42;404;usa, redusa, usarmy, ;naval;battleship;BB_Colorado 0 0, ;BB_Colorado;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;20/3/1942;1/1/1944;colorado;310;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_colorado_P primary_guns 2;;;large;large;8;8;8;8;20;17;;;;;12;31;13;12;broadside,;;
bb_colorado_44;405;usa, redusa, usarmy, ;naval;battleship;BB_Colorado 0 0, ;BB_Colorado;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;1/1/1944;;colorado;320;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_colorado_P primary_guns 2;;;large;large;8;8;9;9;20;17;;;;;13;31;13;12;broadside,;;
bb_colorado_P;1408;usa, redusa, usarmy, ;naval;battleship;bb_colorado_P;BB_Colorado;;;shiplargemove;rotalshipslarge;quad16inch_01;;depthcharge;aatracers_x2;deep_draft;;20/3/1942;colorado;;5;6, land;3;1;1;;100;8;6;;20;;;;1;;;instantRevert,;;;large;large;8;8;;;24;34;;;;;12;31;13;12;broadside,noPurchase,noEditor,noRepair,noUpgrade,noAAFire,;;
bb_northcarolina;37;usa, redusa, usarmy, ;naval;battleship;BB_NorthCarolina 0 0, ;BB_NorthCarolina;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;9/4/1941;21/7/1942;northcarolina;320;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_northcarolina_P primary_guns 2;;;large;large;8;8;8;8;22;18;;;;;12;32;14;12;broadside,;;
bb_northcarolina_42;406;usa, redusa, usarmy, ;naval;battleship;BB_NorthCarolina 0 0, ;BB_NorthCarolina;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;21/7/1942;1/1/1943;northcarolina;335;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_northcarolina_P primary_guns 2;;;large;large;8;8;9;8;22;18;;;;;12;32;14;12;broadside,;;
bb_northcarolina_43;407;usa, redusa, usarmy, ;naval;battleship;BB_NorthCarolina 0 0, ;BB_NorthCarolina;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;1/1/1943;1/1/1944;northcarolina;345;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_northcarolina_P primary_guns 2;;;large;large;8;8;10;8;22;18;;;;;13;32;14;12;broadside,;;
bb_northcarolina_44;408;usa, redusa, usarmy, ;naval;battleship;BB_NorthCarolina 0 0, ;BB_NorthCarolina;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;1/1/1944;;northcarolina;360;5;6, land;3;1;1;;100;6;6;;20;;;;1;;;weapon:bb_northcarolina_P primary_guns 2;;;large;large;8;8;11;8;22;18;;;;;14;32;14;14;broadside,;;
bb_northcarolina_P;1409;usa, redusa, usarmy, ;naval;battleship;bb_northcarolina_P;BB_NorthCarolina;;;shiplargemove;rotalshipslarge;tripple16inch_01;;depthcharge;aatracers_x2;deep_draft;;21/7/1942;northcarolina;;5;6, land;3;1;1;;100;9;6;;20;;;;1;;;instantRevert,;;;large;large;8;8;;;26;36;;;;;12;32;14;12;broadside,noPurchase,noEditor,noRepair,noUpgrade,noAAFire,;;
bb_southdakota;173;usa, usarmy, ;naval;battleship;BB_SouthDakota 0 0, ;BB_SouthDakota;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;20/3/1942;25/2/1943;southdakota;360;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_southdakota_P primary_guns 2;;;large;large;8;8;9;8;21;17;;;;;13;33;15;13;broadside,;;
bb_southdakota_43;409;usa, usarmy, ;naval;battleship;BB_SouthDakota 0 0, ;BB_SouthDakota;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;25/2/1943;26/8/1944;southdakota;370;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_southdakota_P primary_guns 2;;;large;large;8;8;9;9;23;19;;;;;13;33;15;13;broadside,;;
bb_southdakota_44;410;usa, usarmy, ;naval;battleship;BB_SouthDakota 0 0, ;BB_SouthDakota;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;26/8/1944;;southdakota;380;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_southdakota_P primary_guns 2;;;large;large;8;8;10;9;23;19;;;;;14;33;15;13;broadside,;;
bb_southdakota_P;1410;usa, usarmy, ;naval;battleship;bb_southdakota_P;BB_SouthDakota;;;shiplargemove;rotalshipslarge;tripple16inch_01;;depthcharge;aatracers_x2;deep_draft;;25/2/1943;southdakota;;5;6, land;3;1;1;;100;9;6;;20;;;;1;;;instantRevert,;;;large;large;8;8;;;27;37;;;;;13;33;15;13;broadside,noPurchase,noEditor,noRepair,noUpgrade,noAAFire,;;
bb_iowa;174;usa, usarmy, ;naval;battleship;BB_Iowa 0 0, ;BB_Iowa;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;22/2/1943;7/4/1944;iowa;525;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_iowa_P primary_guns 2;;;large;large;8;8;11;9;24;19;;;;;14;34;16;15;broadside,;;
bb_iowa_44;411;usa, usarmy, ;naval;battleship;BB_Iowa 0 0, ;BB_Iowa;;;shiplargemove;rotalshipslarge;Quad5inch_01;;depthcharge;aatracers_x2;deep_draft;7/4/1944;19/3/1945;iowa;550;5;6, land;3;1;1;;100;6;6;;10;;;;1;;;weapon:bb_iowa_P primary_guns 2;;;large;large;8;8;12;10;24;19;;;;;15;34;16;15;broadside,;;
